P_1,P_2,P_3,P_4,P_5,P_6,P_7
540.030330662535+0i,539.19133134998+0i,-10+0i,541.02485546766+0i,-5.99726240256216+22.8516138635768i,-5.99726240256216-22.8516138635768i,-0.942809041582063+0i
540.312174242269+0i,539.19218160599+0i,-10+0i,541.306702793874+0i,-5.99726427580257+22.8516435676145i,-5.99726427580257-22.8516435676145i,-0.942809041582063+0i
540.534971292041+0i,539.477085210194+0i,-10+0i,541.529501860545+0i,-5.99726528425236+22.8578739743977i,-5.99726528425236-22.8578739743977i,-0.942809041582063+0i
541.038087225589+0i,539.536058583986+0i,-10+0i,542.032624274995+0i,-5.99726852470278+22.859181437061i,-5.99726852470278-22.859181437061i,-0.942809041582063+0i
541.359100392414+0i,539.689216107048+0i,-10+0i,542.353641187901+0i,-5.99727039774348+22.8625377852855i,-5.99727039774348-22.8625377852855i,-0.942809041582063+0i
541.362803684362+0i,539.959217217785+0i,-10+0i,542.357343637391+0i,-5.99726997651473+22.8684313609801i,-5.99726997651473-22.8684313609801i,-0.942809041582063+0i
541.553050767243+0i,540.040493178946+0i,-10+0i,542.547592969898+0i,-5.99727110132775+22.8702125948975i,-5.99727110132775-22.8702125948975i,-0.942809041582063+0i
541.913160711768+0i,540.507439555854+0i,-10+0i,542.907706135973+0i,-5.99727271210249+22.8804146253988i,-5.99727271210249-22.8804146253988i,-0.942809041582063+0i
542.288100721382+0i,540.557126152277+0i,-10+0i,543.282650932162+0i,-5.99727510538978+22.8815131505154i,-5.99727510538978-22.8815131505154i,-0.942809041582063+0i
542.462222390998+0i,540.840082493327+0i,-10+0i,543.456773967297+0i,-5.99727578814936+22.8876910535312i,-5.99727578814936-22.8876910535312i,-0.942809041582063+0i
542.52496590694+0i,541.051259443383+0i,-10+0i,543.519517616052+0i,-5.99727585455628+22.8922980463326i,-5.99727585455628-22.8922980463326i,-0.942809041582063+0i
542.853117049547+0i,541.542753727564+0i,-10+0i,543.847671467552+0i,-5.99727720900263+22.9030239430162i,-5.99727720900263-22.9030239430162i,-0.942809041582063+0i
542.905691752329+0i,541.982584911057+0i,-10+0i,543.90024541854+0i,-5.99727683310537+22.9126086949539i,-5.99727683310537-22.9126086949539i,-0.942809041582063+0i
543.410846271247+0i,542.209260146337+0i,-10+0i,544.405405840728+0i,-5.99727978474014+22.9175655421472i,-5.99727978474014-22.9175655421472i,-0.942809041582063+0i
543.577170019835+0i,542.348616257816+0i,-10+0i,544.571731318267+0i,-5.99728064921579+22.9206067442444i,-5.99728064921579-22.9206067442444i,-0.942809041582063+0i
543.936326339388+0i,542.655085115981+0i,-10+0i,544.930891349407+0i,-5.99728250500944+22.9272932082359i,-5.99728250500944-22.9272932082359i,-0.942809041582063+0i
544.448204737662+0i,542.833432329498+0i,-10+0i,545.442775872616+0i,-5.99728556747657+22.9311952708548i,-5.99728556747657-22.9311952708548i,-0.942809041582063+0i
544.929068803366+0i,542.980848337239+0i,-10+0i,545.923645745586+0i,-5.99728847111+22.934422320255i,-5.99728847111-22.934422320255i,-0.942809041582063+0i
545.236873514379+0i,543.405814803548+0i,-10+0i,546.231453091219+0i,-5.99728978841998+22.943680596196i,-5.99728978841998-22.943680596196i,-0.942809041582063+0i
545.354475954371+0i,543.800487499662+0i,-10+0i,546.349055781142+0i,-5.99728991338521+22.952269007433i,-5.99728991338521-22.952269007433i,-0.942809041582063+0i
545.51660337424+0i,544.044911997909+0i,-10+0i,546.511184520699+0i,-5.99729057322942+22.9575897573796i,-5.99729057322942-22.9575897573796i,-0.942809041582063+0i
545.958561889563+0i,544.213352195824+0i,-10+0i,546.953148247052+0i,-5.99729317874411+22.9612685668403i,-5.99729317874411-22.9612685668403i,-0.942809041582063+0i
546.462769566456+0i,544.689727520692+0i,-10+0i,547.457360935833+0i,-5.99729568468817+22.9716406418027i,-5.99729568468817-22.9716406418027i,-0.942809041582063+0i
546.643359976498+0i,545.177337780958+0i,-10+0i,547.637952111892+0i,-5.99729606769677+22.9822394771199i,-5.99729606769677-22.9822394771199i,-0.942809041582063+0i
547.123992117697+0i,545.212918166028+0i,-10+0i,548.118590373991+0i,-5.99729912814687+22.983030789329i,-5.99729912814687-22.983030789329i,-0.942809041582063+0i
547.289740635645+0i,545.654710593042+0i,-10+0i,548.284339611613+0i,-5.99729948798378+22.9926292594219i,-5.99729948798378-22.9926292594219i,-0.942809041582063+0i
547.397515285767+0i,546.004229945872+0i,-10+0i,548.392114528635+0i,-5.99729962143404+23.0002192486813i,-5.99729962143404-23.0002192486813i,-0.942809041582063+0i
547.536386156489+0i,546.23015811037+0i,-10+0i,548.530986468248+0i,-5.99730015587937+23.005126741102i,-5.99730015587937-23.005126741102i,-0.942809041582063+0i
547.78007952697+0i,546.713435612992+0i,-10+0i,548.774681433418+0i,-5.99730095322404+23.0156186685808i,-5.99730095322404-23.0156186685808i,-0.942809041582063+0i
547.8085743964+0i,546.713919352342+0i,-10+0i,548.80317666999+0i,-5.99730113679512+23.0156302609671i,-5.99730113679512-23.0156302609671i,-0.942809041582063+0i
548.279929632283+0i,546.928229875512+0i,-10+0i,549.274537307884+0i,-5.99730383780013+23.0202954405486i,-5.99730383780013-23.0202954405486i,-0.942809041582063+0i
548.743750718123+0i,547.18210424383+0i,-10+0i,549.738363560888+0i,-5.99730642138234+23.0258169679658i,-5.99730642138234-23.0258169679658i,-0.942809041582063+0i
549.175991975612+0i,547.587701432052+0i,-10+0i,550.170609082467+0i,-5.99730855342767+23.0346236615507i,-5.99730855342767-23.0346236615507i,-0.942809041582063+0i
549.259568351294+0i,547.927312374155+0i,-10+0i,550.254185443712+0i,-5.99730854620879+23.0419842951438i,-5.99730854620879-23.0419842951438i,-0.942809041582063+0i
549.314831233831+0i,548.030811213444+0i,-10+0i,550.309448705247+0i,-5.99730873570758+23.0442281810624i,-5.99730873570758-23.0442281810624i,-0.942809041582063+0i
549.681519160555+0i,548.531353223373+0i,-10+0i,550.676139742256+0i,-5.99731029085046+23.0550808321299i,-5.99731029085046-23.0550808321299i,-0.942809041582063+0i
549.843359659775+0i,548.848207554054+0i,-10+0i,550.837981305887+0i,-5.99731082305579+23.0619454643446i,-5.99731082305579-23.0619454643446i,-0.942809041582063+0i
550.221424570704+0i,548.953527305776+0i,-10+0i,551.216050732292+0i,-5.99731308079382+23.0642392258847i,-5.99731308079382-23.0642392258847i,-0.942809041582063+0i
550.353936842615+0i,549.181487701699+0i,-10+0i,551.34856397449+0i,-5.9973135659375+23.0691768416404i,-5.9973135659375-23.0691768416404i,-0.942809041582063+0i
550.418370273877+0i,549.543548507245+0i,-10+0i,551.412997074623+0i,-5.99731340037257+23.0770112923857i,-5.99731340037257-23.0770112923857i,-0.942809041582063+0i
550.795864073412+0i,549.981339614214+0i,-10+0i,551.790494312504+0i,-5.99731511954602+23.0864923887203i,-5.99731511954602-23.0864923887203i,-0.942809041582063+0i
551.225676858408+0i,550.385292230768+0i,-10+0i,552.220311308218+0i,-5.99731722490504+23.0952403307724i,-5.99731722490504-23.0952403307724i,-0.942809041582063+0i
