P_1,P_2,P_3,P_4,P_5,P_6,P_7
962.814386592443+0i,971.041577784021+0i,-10+0i,963.811286541105+0i,-5.99844997433091+30.8874587916331i,-5.99844997433091-30.8874587916331i,-0.942809041582063+0i
963.06163609023+0i,971.490514388403+0i,-10+0i,964.0585366173+0i,-5.99845026353457+30.8947219086224i,-5.99845026353457-30.8947219086224i,-0.942809041582063+0i
963.12228173875+0i,971.684155760494+0i,-10+0i,964.119182319277+0i,-5.99845029026355+30.8978534379685i,-5.99845029026355-30.8978534379685i,-0.942809041582063+0i
963.550818418623+0i,971.96253207485+0i,-10+0i,964.547720529549+0i,-5.99845105546305+30.9023604356767i,-5.99845105546305-30.9023604356767i,-0.942809041582063+0i
963.906056933218+0i,972.449178229872+0i,-10+0i,964.90296004131+0i,-5.99845155404588+30.9102312238447i,-5.99845155404588-30.9102312238447i,-0.942809041582063+0i
964.418143718542+0i,972.671922806841+0i,-10+0i,965.415048768249+0i,-5.99845252485374+30.913838958027i,-5.99845252485374-30.913838958027i,-0.942809041582063+0i
964.830704976561+0i,972.956835572843+0i,-10+0i,965.827611477597+0i,-5.99845325051803+30.9184489499581i,-5.99845325051803-30.9184489499581i,-0.942809041582063+0i
965.264690117193+0i,973.011273600092+0i,-10+0i,966.26159840187+0i,-5.99845414233891+30.9193356191473i,-5.99845414233891-30.9193356191473i,-0.942809041582063+0i
965.693135079229+0i,973.057504672411+0i,-10+0i,966.690045130774+0i,-5.99845502577262+30.9200895888665i,-5.99845502577262-30.9200895888665i,-0.942809041582063+0i
965.846623895451+0i,973.209431418518+0i,-10+0i,966.843534437063+0i,-5.99845527080591+30.9225462957772i,-5.99845527080591-30.9225462957772i,-0.942809041582063+0i
966.333503935864+0i,973.657178732125+0i,-10+0i,967.330416066911+0i,-5.99845606552348+30.9297859607137i,-5.99845606552348-30.9297859607137i,-0.942809041582063+0i
966.613430375528+0i,974.054062611786+0i,-10+0i,967.610343273147+0i,-5.99845644880943+30.9361992723767i,-5.99845644880943-30.9361992723767i,-0.942809041582063+0i
967.044284512218+0i,974.416427542574+0i,-10+0i,968.041198849854+0i,-5.99845716881761+30.9420565394936i,-5.99845716881761-30.9420565394936i,-0.942809041582063+0i
967.542655019212+0i,974.550317239231+0i,-10+0i,968.539571319981+0i,-5.99845815038462+30.9442260839646i,-5.99845815038462-30.9442260839646i,-0.942809041582063+0i
967.611001980171+0i,974.776027984072+0i,-10+0i,968.607918332577+0i,-5.99845817620276+30.9478703345467i,-5.99845817620276-30.9478703345467i,-0.942809041582063+0i
967.717500091072+0i,975.047786409069+0i,-10+0i,968.71441660777+0i,-5.99845825834899+30.9522578886302i,-5.99845825834899-30.9522578886302i,-0.942809041582063+0i
967.751478579434+0i,975.242652231809+0i,-10+0i,968.748395035179+0i,-5.99845822787205+30.9554029216273i,-5.99845822787205-30.9554029216273i,-0.942809041582063+0i
967.839987583656+0i,975.503803577614+0i,-10+0i,968.836904138973+0i,-5.99845827765828+30.9596179810314i,-5.99845827765828-30.9596179810314i,-0.942809041582063+0i
968.006370777038+0i,975.727703951764+0i,-10+0i,969.003287799319+0i,-5.99845851114015+30.9632328441762i,-5.99845851114015-30.9632328441762i,-0.942809041582063+0i
968.431586459644+0i,975.820842504498+0i,-10+0i,969.428505176139+0i,-5.99845935824727+30.9647423429803i,-5.99845935824727-30.9647423429803i,-0.942809041582063+0i
968.651945770054+0i,976.051358919426+0i,-10+0i,969.648865173161+0i,-5.99845970155343+30.968464212551i,-5.99845970155343-30.968464212551i,-0.942809041582063+0i
969.103813214817+0i,976.138024656157+0i,-10+0i,970.100734428442+0i,-5.99846060681272+30.9698694967393i,-5.99846060681272-30.9698694967393i,-0.942809041582063+0i
969.616255654245+0i,976.280649492063+0i,-10+0i,970.613178872342+0i,-5.9984616090482+30.9721781825212i,-5.9984616090482-30.9721781825212i,-0.942809041582063+0i
969.677387323516+0i,976.606873182888+0i,-10+0i,970.674310457734+0i,-5.99846156710871+30.9774397755776i,-5.99846156710871-30.9774397755776i,-0.942809041582063+0i
970.20061612778+0i,976.638703154997+0i,-10+0i,971.197541424796+0i,-5.99846264850808+30.9779616597854i,-5.99846264850808-30.9779616597854i,-0.942809041582063+0i
970.681980967501+0i,977.054994347407+0i,-10+0i,971.678907848506+0i,-5.9984634405027+30.9846811886787i,-5.9984634405027-30.9846811886787i,-0.942809041582063+0i
970.913704224122+0i,977.367909261835+0i,-10+0i,971.910631749881+0i,-5.99846376287957+30.9897289706752i,-5.99846376287957-30.9897289706752i,-0.942809041582063+0i
971.097936458541+0i,977.866337967161+0i,-10+0i,972.094864236833+0i,-5.99846388914622+30.9977646183325i,-5.99846388914622-30.9977646183325i,-0.942809041582063+0i
971.577033367593+0i,977.995108823321+0i,-10+0i,972.573963016845+0i,-5.99846482462581+30.9998474378i,-5.99846482462581-30.9998474378i,-0.942809041582063+0i
971.888312679056+0i,978.255991053475+0i,-10+0i,972.885243358544+0i,-5.99846533974357+31.004055801477i,-5.99846533974357-31.004055801477i,-0.942809041582063+0i
972.323630678118+0i,978.572552336735+0i,-10+0i,973.320562847348+0i,-5.99846608461444+31.0091625205572i,-5.99846608461444-31.0091625205572i,-0.942809041582063+0i
972.629245474803+0i,979.090138377629+0i,-10+0i,973.62617838254+0i,-5.9984664538686+31.0175036415523i,-5.9984664538686-31.0175036415523i,-0.942809041582063+0i
972.843338266241+0i,979.534479370024+0i,-10+0i,973.840271606325+0i,-5.99846667004176+31.024661805303i,-5.99846667004176-31.024661805303i,-0.942809041582063+0i
973.265033081674+0i,979.756695790689+0i,-10+0i,974.261967949889+0i,-5.9984674341076+31.0282461851541i,-5.9984674341076-31.0282461851541i,-0.942809041582063+0i
973.327712147906+0i,979.775036779974+0i,-10+0i,974.324647258352+0i,-5.99846755522253+31.0285424675371i,-5.99846755522253-31.0285424675371i,-0.942809041582063+0i
973.523910433774+0i,979.957293946636+0i,-10+0i,974.520846172881+0i,-5.99846786955351+31.0314794993011i,-5.99846786955351-31.0314794993011i,-0.942809041582063+0i
973.702325371511+0i,980.104378764196+0i,-10+0i,974.69926170139+0i,-5.99846816493946+31.03384986417i,-5.99846816493946-31.03384986417i,-0.942809041582063+0i
973.99176927831+0i,980.182355363951+0i,-10+0i,974.98870673237+0i,-5.99846872702981+31.0351096346994i,-5.99846872702981-31.0351096346994i,-0.942809041582063+0i
974.042133186136+0i,980.412358204399+0i,-10+0i,975.039070611754+0i,-5.99846871280953+31.0388120058613i,-5.99846871280953-31.0388120058613i,-0.942809041582063+0i
974.103981958608+0i,980.912409182179+0i,-10+0i,975.100919124186+0i,-5.99846858278863+31.0468590548168i,-5.99846858278863-31.0468590548168i,-0.942809041582063+0i
974.15435168996+0i,980.957030471412+0i,-10+0i,975.151289018985+0i,-5.99846866451218+31.0475777565792i,-5.99846866451218-31.0475777565792i,-0.942809041582063+0i
974.518930163467+0i,981.392983237996+0i,-10+0i,975.515868558209+0i,-5.99846919737071+31.0545965478556i,-5.99846919737071-31.0545965478556i,-0.942809041582063+0i
974.944461382166+0i,981.607432064089+0i,-10+0i,975.941401323944+0i,-5.99846997088913+31.0580526090211i,-5.99846997088913-31.0580526090211i,-0.942809041582063+0i
975.075093288063+0i,981.869700025361+0i,-10+0i,976.072033501605+0i,-5.9984701067709+31.0622724052138i,-5.9984701067709-31.0622724052138i,-0.942809041582063+0i
975.578911184554+0i,982.0545832211+0i,-10+0i,976.57585329862+0i,-5.99847105703278+31.065253515819i,-5.99847105703278-31.065253515819i,-0.942809041582063+0i
975.933730037328+0i,982.115938592371+0i,-10+0i,976.93067355946+0i,-5.99847176106524+31.0662458370147i,-5.99847176106524-31.0662458370147i,-0.942809041582063+0i
976.034152582406+0i,982.630657354091+0i,-10+0i,977.031095990241+0i,-5.99847170391737+31.0745221986144i,-5.99847170391737-31.0745221986144i,-0.942809041582063+0i
976.127353510171+0i,983.079728219404+0i,-10+0i,977.124296841533+0i,-5.99847166568095+31.0817412748719i,-5.99847166568095-31.0817412748719i,-0.942809041582063+0i
976.437740703844+0i,983.546438608978+0i,-10+0i,977.434684840609+0i,-5.99847206838227+31.0892456385891i,-5.99847206838227-31.0892456385891i,-0.942809041582063+0i
976.56291635074+0i,983.623031200025+0i,-10+0i,977.559860927121+0i,-5.99847228819054+31.090478234283i,-5.99847228819054-31.090478234283i,-0.942809041582063+0i
976.796157049891+0i,983.859844453257+0i,-10+0i,977.793102348249+0i,-5.99847264917946+31.0942864159355i,-5.99847264917946-31.0942864159355i,-0.942809041582063+0i
976.969010972157+0i,983.967389145424+0i,-10+0i,977.965956875257+0i,-5.99847295154995+31.0960167776336i,-5.99847295154995-31.0960167776336i,-0.942809041582063+0i
977.137149029639+0i,984.456838118763+0i,-10+0i,978.134095125016+0i,-5.99847304768799+31.10388053159i,-5.99847304768799-31.10388053159i,-0.942809041582063+0i
977.52274089046+0i,984.774755932932+0i,-10+0i,978.51968825364+0i,-5.99847368158992+31.1089918279708i,-5.99847368158992-31.1089918279708i,-0.942809041582063+0i
977.752501769121+0i,984.805878503897+0i,-10+0i,978.749450049838+0i,-5.99847414035845+31.1094952914688i,-5.99847414035845-31.1094952914688i,-0.942809041582063+0i
977.851453350302+0i,985.251337415386+0i,-10+0i,978.848401582364+0i,-5.99847411603114+31.1166483785063i,-5.99847411603114-31.1166483785063i,-0.942809041582063+0i
978.158311871088+0i,985.680740234527+0i,-10+0i,979.155260929733+0i,-5.99847452932245+31.1235455400039i,-5.99847452932245-31.1235455400039i,-0.942809041582063+0i
978.50062642069+0i,985.770155254387+0i,-10+0i,979.497576800443+0i,-5.99847518987598+31.1249860974223i,-5.99847518987598-31.1249860974223i,-0.942809041582063+0i
978.741878144761+0i,986.191588526934+0i,-10+0i,979.738829087553+0i,-5.99847547139564+31.1317524742829i,-5.99847547139564-31.1317524742829i,-0.942809041582063+0i
978.812845546699+0i,986.267975391216+0i,-10+0i,979.809796703845+0i,-5.99847557857334+31.1329792007435i,-5.99847557857334-31.1329792007435i,-0.942809041582063+0i
978.932621868066+0i,986.693398259044+0i,-10+0i,979.929573083135+0i,-5.99847560753445+31.1398058553634i,-5.99847560753445-31.1398058553634i,-0.942809041582063+0i
979.013764944928+0i,987.185760445541+0i,-10+0i,980.010715990129+0i,-5.99847552260023+31.1477038642755i,-5.99847552260023-31.1477038642755i,-0.942809041582063+0i
979.155603854691+0i,987.397244899813+0i,-10+0i,980.152555268026+0i,-5.99847570666713+31.1510974292397i,-5.99847570666713-31.1510974292397i,-0.942809041582063+0i
979.499267771835+0i,987.46072114691+0i,-10+0i,980.496220536217+0i,-5.99847638219083+31.1521208331779i,-5.99847638219083-31.1521208331779i,-0.942809041582063+0i
979.903427847638+0i,987.468792106198+0i,-10+0i,980.900382267518+0i,-5.99847720994011+31.1522568300094i,-5.99847720994011-31.1522568300094i,-0.942809041582063+0i
980.355939373186+0i,987.484171358551+0i,-10+0i,981.352895638137+0i,-5.99847813247565+31.1525107885156i,-5.99847813247565-31.1525107885156i,-0.942809041582063+0i
980.463457862917+0i,987.930060549621+0i,-10+0i,981.460414114247+0i,-5.99847812566452+31.1596610525602i,-5.99847812566452-31.1596610525602i,-0.942809041582063+0i
980.912339602297+0i,988.430478663151+0i,-10+0i,981.909297186631+0i,-5.99847879216659+31.1676891287423i,-5.99847879216659-31.1676891287423i,-0.942809041582063+0i
981.238843085658+0i,988.75534307252+0i,-10+0i,982.235801678748+0i,-5.99847929654496+31.1729003072213i,-5.99847929654496-31.1729003072213i,-0.942809041582063+0i
981.697149001689+0i,988.996477219651+0i,-10+0i,982.69410922855+0i,-5.99848011343007+31.1767713067408i,-5.99848011343007-31.1767713067408i,-0.942809041582063+0i
982.106833595479+0i,989.252509179609+0i,-10+0i,983.103795240117+0i,-5.99848082231934+31.1808796869578i,-5.99848082231934-31.1808796869578i,-0.942809041582063+0i
982.293933295869+0i,989.76592775323+0i,-10+0i,983.290895184071+0i,-5.99848094410094+31.1891062569172i,-5.99848094410094-31.1891062569172i,-0.942809041582063+0i
982.484914730188+0i,990.156557054183+0i,-10+0i,983.481877002785+0i,-5.99848113629832+31.1953646962868i,-5.99848113629832-31.1953646962868i,-0.942809041582063+0i
982.90189629155+0i,990.248649382785+0i,-10+0i,983.898860176449+0i,-5.9984819424495+31.1968459976396i,-5.9984819424495-31.1968459976396i,-0.942809041582063+0i
982.903143006259+0i,990.685853050445+0i,-10+0i,983.90010645188+0i,-5.99848172281054+31.2038453598643i,-5.99848172281054-31.2038453598643i,-0.942809041582063+0i
983.405449090402+0i,990.859887704563+0i,-10+0i,984.402414412445+0i,-5.99848266102083+31.2066392459258i,-5.99848266102083-31.2066392459258i,-0.942809041582063+0i
983.686349976242+0i,991.245677175161+0i,-10+0i,984.683316053907+0i,-5.99848303883281+31.2128181783561i,-5.99848303883281-31.2128181783561i,-0.942809041582063+0i
984.024870539674+0i,991.616468692634+0i,-10+0i,985.021837622931+0i,-5.99848354162856+31.2187568565616i,-5.99848354162856-31.2187568565616i,-0.942809041582063+0i
984.231513856775+0i,992.045020146659+0i,-10+0i,985.228481348572+0i,-5.99848374589848+31.2256162364627i,-5.99848374589848-31.2256162364627i,-0.942809041582063+0i
984.386420710958+0i,992.32284471437+0i,-10+0i,985.383388552972+0i,-5.99848392100722+31.2300626217358i,-5.99848392100722-31.2300626217358i,-0.942809041582063+0i
984.717293920498+0i,992.760792085046+0i,-10+0i,985.714262667767+0i,-5.99848437363475+31.2370717773184i,-5.99848437363475-31.2370717773184i,-0.942809041582063+0i
984.793311921715+0i,993.182899914117+0i,-10+0i,985.790280551369+0i,-5.99848431482746+31.2438220128686i,-5.99848431482746-31.2438220128686i,-0.942809041582063+0i
984.897916422313+0i,993.65332873687+0i,-10+0i,985.894885002015+0i,-5.99848428985095+31.2513435895408i,-5.99848428985095-31.2513435895408i,-0.942809041582063+0i
985.249161409942+0i,994.000710310331+0i,-10+0i,986.246131069105+0i,-5.99848482958167+31.2569010627027i,-5.99848482958167-31.2569010627027i,-0.942809041582063+0i
985.771167305109+0i,994.033929779919+0i,-10+0i,986.768139055245+0i,-5.99848587506814+31.2574403543468i,-5.99848587506814-31.2574403543468i,-0.942809041582063+0i
985.977994198905+0i,994.056627700358+0i,-10+0i,986.974966767133+0i,-5.99848628411396+31.2578064080919i,-5.99848628411396-31.2578064080919i,-0.942809041582063+0i
986.152861471221+0i,994.227059920525+0i,-10+0i,987.14983457808+0i,-5.99848655342924+31.2605326123409i,-5.99848655342924-31.2605326123409i,-0.942809041582063+0i
986.365791982654+0i,994.403858963334+0i,-10+0i,987.362765776147+0i,-5.99848689674596+31.2633609166891i,-5.99848689674596-31.2633609166891i,-0.942809041582063+0i
986.857113811202+0i,994.792279082961+0i,-10+0i,987.854089207562+0i,-5.99848769817943+31.2695740632796i,-5.99848769817943-31.2695740632796i,-0.942809041582063+0i
987.29582719046+0i,994.937057158548+0i,-10+0i,988.29280422019+0i,-5.99848851486506+31.2718937272314i,-5.99848851486506-31.2718937272314i,-0.942809041582063+0i
987.736024721884+0i,995.096392765739+0i,-10+0i,988.733003374639+0i,-5.99848932637757+31.2744457451206i,-5.99848932637757-31.2744457451206i,-0.942809041582063+0i
987.906446510427+0i,995.253486043683+0i,-10+0i,988.90342569508+0i,-5.99848959232633+31.2769574003752i,-5.99848959232633-31.2769574003752i,-0.942809041582063+0i
988.259398390101+0i,995.708326793887+0i,-10+0i,989.256378545539+0i,-5.99849007771821+31.2842261363441i,-5.99849007771821-31.2842261363441i,-0.942809041582063+0i
988.611278527892+0i,996.188112540629+0i,-10+0i,989.608259624097+0i,-5.99849054810261+31.2918913571724i,-5.99849054810261-31.2918913571724i,-0.942809041582063+0i
989.118346970182+0i,996.284048797072+0i,-10+0i,990.115330018749+0i,-5.99849152428349+31.2934308593549i,-5.99849152428349-31.2934308593549i,-0.942809041582063+0i
989.288269733202+0i,996.549445161405+0i,-10+0i,990.285253201431+0i,-5.99849173411484+31.297669510172i,-5.99849173411484-31.297669510172i,-0.942809041582063+0i
989.2946829612+0i,997.006210525847+0i,-10+0i,990.291665996985+0i,-5.99849151789233+31.3049585840002i,-5.99849151789233-31.3049585840002i,-0.942809041582063+0i
989.343447577914+0i,997.224992966157+0i,-10+0i,990.340430591062+0i,-5.998491506574+31.3084500528437i,-5.998491506574-31.3084500528437i,-0.942809041582063+0i
989.764545275561+0i,997.712936900571+0i,-10+0i,990.761529498813+0i,-5.99849211162581+31.3162405850781i,-5.99849211162581-31.3162405850781i,-0.942809041582063+0i
990.251994843516+0i,997.778993768041+0i,-10+0i,991.248980965862+0i,-5.99849306117291+31.3173020082797i,-5.99849306117291-31.3173020082797i,-0.942809041582063+0i
990.735908374968+0i,998.112856748397+0i,-10+0i,991.732896111957+0i,-5.9984938684946+31.3226343174125i,-5.9984938684946-31.3226343174125i,-0.942809041582063+0i
991.197416522447+0i,998.316119374459+0i,-10+0i,992.194405912823+0i,-5.9984946951882+31.3258829631958i,-5.9984946951882-31.3258829631958i,-0.942809041582063+0i
991.614841118083+0i,998.434738776493+0i,-10+0i,992.611832067539+0i,-5.9984954747282+31.327781010419i,-5.9984954747282-31.327781010419i,-0.942809041582063+0i
992.077258392449+0i,998.637866529123+0i,-10+0i,993.074250995651+0i,-5.99849630160082+31.3310269790865i,-5.99849630160082-31.3310269790865i,-0.942809041582063+0i
992.537103255505+0i,998.700658972573+0i,-10+0i,993.534097640276+0i,-5.99849719238588+31.3320353920574i,-5.99849719238588-31.3320353920574i,-0.942809041582063+0i
993.025925519028+0i,999.167712404155+0i,-10+0i,994.022921396749+0i,-5.99849793885989+31.3394881740123i,-5.99849793885989-31.3394881740123i,-0.942809041582063+0i
993.453555650399+0i,999.35716093451+0i,-10+0i,994.45055305103+0i,-5.99849870031535+31.3425143611835i,-5.99849870031535-31.3425143611835i,-0.942809041582063+0i
993.968759830858+0i,999.743518704972+0i,-10+0i,994.965758907098+0i,-5.99849953811971+31.3486793106847i,-5.99849953811971-31.3486793106847i,-0.942809041582063+0i
994.274646139276+0i,999.860571317072+0i,-10+0i,995.271646321082+0i,-5.99850009090269+31.3505492163209i,-5.99850009090269-31.3505492163209i,-0.942809041582063+0i
994.533267299465+0i,1000.1975140838+0i,-10+0i,995.530268179082+0i,-5.99850043980823+31.3559213226639i,-5.99850043980823-31.3559213226639i,-0.942809041582063+0i
994.877658506371+0i,1000.54209792962+0i,-10+0i,995.874660418027+0i,-5.99850095582843+31.3614155761788i,-5.99850095582843-31.3614155761788i,-0.942809041582063+0i
995.11477910986+0i,1000.57971697336+0i,-10+0i,996.111781929691+0i,-5.99850140991505+31.3620185123148i,-5.99850140991505-31.3620185123148i,-0.942809041582063+0i
995.589663413079+0i,1000.99414803249+0i,-10+0i,996.586667714141+0i,-5.99850215053084+31.3686260134691i,-5.99850215053084-31.3686260134691i,-0.942809041582063+0i
996.000648510703+0i,1001.15280427981+0i,-10+0i,996.997654290535+0i,-5.99850288991563+31.3711588283379i,-5.99850288991563-31.3711588283379i,-0.942809041582063+0i
996.209727877998+0i,1001.62596017327+0i,-10+0i,997.206734021184+0i,-5.99850307159301+31.378695011361i,-5.99850307159301-31.378695011361i,-0.942809041582063+0i
996.533822233438+0i,1001.85441582051+0i,-10+0i,997.530829439225+0i,-5.99850360289348+31.3823366294218i,-5.99850360289348-31.3823366294218i,-0.942809041582063+0i
996.909219580504+0i,1002.11973261036+0i,-10+0i,997.906228015475+0i,-5.99850421748504+31.3865652725484i,-5.99850421748504-31.3865652725484i,-0.942809041582063+0i
997.089381014861+0i,1002.36821265733+0i,-10+0i,998.086389919699+0i,-5.998504452419+31.3905223352133i,-5.998504452419-31.3905223352133i,-0.942809041582063+0i
997.413655314215+0i,1002.52487002358+0i,-10+0i,998.410665351306+0i,-5.99850501854515+31.393020198017i,-5.99850501854515-31.393020198017i,-0.942809041582063+0i
997.414946544295+0i,1002.72575107729+0i,-10+0i,998.411956388176+0i,-5.99850492194072+31.3962163370854i,-5.99850492194072-31.3962163370854i,-0.942809041582063+0i
997.785978296794+0i,1003.21684284663+0i,-10+0i,998.782989127641+0i,-5.99850541542366+31.4040343633842i,-5.99850541542366-31.4040343633842i,-0.942809041582063+0i
998.216530548677+0i,1003.43545515249+0i,-10+0i,999.213542870263+0i,-5.99850616079293+31.4075181782532i,-5.99850616079293-31.4075181782532i,-0.942809041582063+0i
998.704432798183+0i,1003.80400736827+0i,-10+0i,999.701446688333+0i,-5.99850694507536+31.4133867983646i,-5.99850694507536-31.4133867983646i,-0.942809041582063+0i
999.101134297575+0i,1003.83558490889+0i,-10+0i,1000.09814972568+0i,-5.99850771405155+31.413895180617i,-5.99850771405155-31.413895180617i,-0.942809041582063+0i
999.441648482189+0i,1003.92581451696+0i,-10+0i,1000.43866516715+0i,-5.99850834247994+31.4153352470599i,-5.99850834247994-31.4153352470599i,-0.942809041582063+0i
999.823574733352+0i,1004.34960384307+0i,-10+0i,1000.82059250984+0i,-5.99850888824387+31.422078823274i,-5.99850888824387-31.422078823274i,-0.942809041582063+0i
999.870196563324+0i,1004.84610804904+0i,-10+0i,1000.86721403601+0i,-5.99850873634161+31.429971314892i,-5.99850873634161-31.429971314892i,-0.942809041582063+0i
1000.30060482632+0i,1005.11188210697+0i,-10+0i,1001.29762373632+0i,-5.99850945500351+31.4342016761866i,-5.99850945500351-31.4342016761866i,-0.942809041582063+0i
1000.37854747286+0i,1005.4019572016+0i,-10+0i,1001.37556640553+0i,-5.99850946633548+31.4388120098519i,-5.99850946633548-31.4388120098519i,-0.942809041582063+0i
1000.49634742522+0i,1005.60175889867+0i,-10+0i,1001.49336662634+0i,-5.99850960056139+31.4419881938363i,-5.99850960056139-31.4419881938363i,-0.942809041582063+0i
1000.62129430321+0i,1005.96643837947+0i,-10+0i,1001.61831363916+0i,-5.99850966797636+31.4477831409074i,-5.99850966797636-31.4477831409074i,-0.942809041582063+0i
1000.91870919644+0i,1006.33173583443+0i,-10+0i,1001.91572934637+0i,-5.99851007496628+31.4535895544607i,-5.99851007496628-31.4535895544607i,-0.942809041582063+0i
1000.97616132298+0i,1006.68586023547+0i,-10+0i,1001.97318135211+0i,-5.998510014565+31.4592137107275i,-5.998510014565-31.4592137107275i,-0.942809041582063+0i
1001.05190492653+0i,1006.7389295997+0i,-10+0i,1002.04892520208+0i,-5.99851013777475+31.4600575229971i,-5.99851013777475-31.4600575229971i,-0.942809041582063+0i
1001.07620038331+0i,1006.75674030156+0i,-10+0i,1002.07322073712+0i,-5.99851017690484+31.4603406934866i,-5.99851017690484-31.4603406934866i,-0.942809041582063+0i
1001.17439920887+0i,1006.99451315531+0i,-10+0i,1002.17141971649+0i,-5.99851025381026+31.4641172110981i,-5.99851025381026-31.4641172110981i,-0.942809041582063+0i
1001.53455563078+0i,1007.35562280357+0i,-10+0i,1002.53157720285+0i,-5.99851078603645+31.4698551310761i,-5.99851078603645-31.4698551310761i,-0.942809041582063+0i
1002.02850924994+0i,1007.58975816688+0i,-10+0i,1003.02553253614+0i,-5.99851164309705+31.473579010314i,-5.99851164309705-31.473579010314i,-0.942809041582063+0i
1002.4362208815+0i,1007.60365341081+0i,-10+0i,1003.43324575642+0i,-5.99851243745848+31.473805950804i,-5.99851243745848-31.473805950804i,-0.942809041582063+0i
1002.82749350002+0i,1008.09128599317+0i,-10+0i,1003.82451943482+0i,-5.99851296740113+31.4815501496167i,-5.99851296740113-31.4815501496167i,-0.942809041582063+0i
1003.150902634+0i,1008.29309717907+0i,-10+0i,1004.14792964074+0i,-5.9985135033687+31.4847571370709i,-5.9985135033687-31.4847571370709i,-0.942809041582063+0i
1003.56916315162+0i,1008.38626935564+0i,-10+0i,1004.56619170724+0i,-5.99851427780751+31.4862418512003i,-5.99851427780751-31.4862418512003i,-0.942809041582063+0i
1003.95456377814+0i,1008.57519545263+0i,-10+0i,1004.95159365912+0i,-5.9985149404926+31.4892449368963i,-5.9985149404926-31.4892449368963i,-0.942809041582063+0i
1004.04374915883+0i,1008.72875294125+0i,-10+0i,1005.04077923932+0i,-5.99851504024699+31.4916820923316i,-5.99851504024699-31.4916820923316i,-0.942809041582063+0i
1004.25106469472+0i,1008.81371324017+0i,-10+0i,1005.24809550382+0i,-5.99851540454795+31.4930329182377i,-5.99851540454795-31.4930329182377i,-0.942809041582063+0i
1004.39863086385+0i,1009.19889732499+0i,-10+0i,1005.39566187516+0i,-5.99851550565686+31.4991440017633i,-5.99851550565686-31.4991440017633i,-0.942809041582063+0i
1004.62016770543+0i,1009.52180642615+0i,-10+0i,1005.61719926889+0i,-5.99851578172866+31.5042676912467i,-5.99851578172866-31.5042676912467i,-0.942809041582063+0i
1004.62875325518+0i,1009.62922713018+0i,-10+0i,1005.62578474766+0i,-5.99851574623914+31.505970960692i,-5.99851574623914-31.505970960692i,-0.942809041582063+0i
1005.06557680809+0i,1010.05941788604+0i,-10+0i,1006.06260958959+0i,-5.9985163907504+31.5127974763813i,-5.9985163907504-31.5127974763813i,-0.942809041582063+0i
1005.39211169483+0i,1010.50317350649+0i,-10+0i,1006.38914532043+0i,-5.99851681280155+31.5198357556995i,-5.99851681280155-31.5198357556995i,-0.942809041582063+0i
1005.46242683404+0i,1010.50853617854+0i,-10+0i,1006.45946072899+0i,-5.99851694747531+31.5199218409616i,-5.99851694747531-31.5199218409616i,-0.942809041582063+0i
1005.6025278584+0i,1010.83111953749+0i,-10+0i,1006.59956198689+0i,-5.99851706424532+31.5250357199973i,-5.99851706424532-31.5250357199973i,-0.942809041582063+0i
1005.85168942493+0i,1011.16236790033+0i,-10+0i,1006.84872420413+0i,-5.99851738959797+31.5302877499368i,-5.99851738959797-31.5302877499368i,-0.942809041582063+0i
1006.27549805984+0i,1011.58919623323+0i,-10+0i,1007.27253407773+0i,-5.99851800894347+31.5370555437613i,-5.99851800894347-31.5370555437613i,-0.942809041582063+0i
1006.77082240386+0i,1011.61068487581+0i,-10+0i,1007.76786033082+0i,-5.99851896347736+31.5374036380467i,-5.99851896347736-31.5374036380467i,-0.942809041582063+0i
1006.89090120045+0i,1011.65265172041+0i,-10+0i,1007.88793955424+0i,-5.99851917689707+31.538070203458i,-5.99851917689707-31.538070203458i,-0.942809041582063+0i
1007.04045751478+0i,1011.80041546653+0i,-10+0i,1008.03749630753+0i,-5.99851939637245+31.5404127760454i,-5.99851939637245-31.5404127760454i,-0.942809041582063+0i
1007.15449241998+0i,1012.06339110985+0i,-10+0i,1008.15153140177+0i,-5.99851949089165+31.5445790550287i,-5.99851949089165-31.5445790550287i,-0.942809041582063+0i
1007.3209731673+0i,1012.51801216009+0i,-10+0i,1008.3180123566+0i,-5.99851959464763+31.5517797650066i,-5.99851959464763-31.5517797650066i,-0.942809041582063+0i
1007.81866666871+0i,1012.58316606492+0i,-10+0i,1008.81570773+0i,-5.9985205306458+31.5528189928664i,-5.9985205306458-31.5528189928664i,-0.942809041582063+0i
1008.01722576673+0i,1012.59222870658+0i,-10+0i,1009.01426759061+0i,-5.99852091194171+31.5529655587953i,-5.99852091194171-31.5529655587953i,-0.942809041582063+0i
1008.09516614057+0i,1012.65771413516+0i,-10+0i,1009.09220820383+0i,-5.99852103162879+31.554003445018i,-5.99852103162879-31.554003445018i,-0.942809041582063+0i
1008.44429714797+0i,1012.71141257616+0i,-10+0i,1009.44134051452+0i,-5.99852168327469+31.5548589373525i,-5.99852168327469-31.5548589373525i,-0.942809041582063+0i
1008.62580543519+0i,1012.7721643467+0i,-10+0i,1009.62284944716+0i,-5.99852200598665+31.555823443219i,-5.99852200598665-31.555823443219i,-0.942809041582063+0i
1008.89742045175+0i,1012.97226315643+0i,-10+0i,1009.89446532366+0i,-5.9985224359573+31.5589949571743i,-5.9985224359573-31.5589949571743i,-0.942809041582063+0i
